ジャンル,ページ,名前,読み,総格,天格,人格,地格
明るい,1,丈喜,"たけよし,ひろよし",24,9,7,9
明るい,1,丈晴,"たけはる,ひろはる",24,9,7,9
明るい,1,久仁彦,くにひこ,25,9,7,9
明るい,1,久勝,ひさかつ,24,9,7,9
明るい,1,久喜,ひさよし,24,9,7,9
明るい,1,久暁,"ひさあき,ひさときなど",24,9,7,9
明るい,1,京壱,"きょういち,けいいち",24,9,12,9
明るい,1,京志,けいし,24,9,12,9
明るい,1,仁人,"きみと,まさとなど",15,9,8,9
明るい,1,仁博,ひとひろ,25,9,8,9
明るい,1,仁康,"ひとやす,まさやす",24,9,8,9
明るい,1,仁貴,"ひとき,ひとたか",25,9,8,9
明るい,1,仁隆,ひとたか,24,9,8,9
明るい,1,伸享,のぶたか,24,9,11,9
明るい,1,伸亮,のぶあき,25,9,11,9
明るい,1,伸俊,のぶとし,25,9,11,9
明るい,1,伸司,しんじ,21,9,11,9
明るい,1,伸和,のぶかず,24,9,11,9
明るい,1,伸哉,しんや,25,9,11,9
明るい,1,伸央,のぶひろ,21,9,11,9
明るい,1,伸季,のぶき,24,9,11,9
明るい,1,伸平,しんぺい,21,9,11,9
明るい,1,伸幸,のぶゆき,24,9,11,9
明るい,1,伸広,のぶひろ,21,9,11,9
明るい,1,伸弘,のぶひろ,21,9,11,9
明るい,1,伸弥,"しんや,のぶや",24,9,11,9
明るい,1,伸彦,のぶひこ,25,9,11,9
明るい,1,伸拓,のぶひろ,24,9,11,9
明るい,1,伸政,のぶまさ,25,9,11,9
明るい,1,伸昌,のぶまさ,24,9,11,9
明るい,1,伸明,のぶあき,24,9,11,9
明るい,1,伸昭,のぶあき,25,9,11,9
明るい,1,伸栄,のぶひろ,25,9,11,9
明るい,1,伸治,しんじ,24,9,11,9
明るい,1,伸洋,のぶひろ,25,9,11,9
明るい,1,伸生,のぶお,21,9,11,9
明るい,1,伸矢,"しんや,のぶや",21,9,11,9
明るい,1,伸紀,"のぶのり,のぶきなど",25,9,11,9
明るい,1,伸英,のぶひで,24,9,11,9
明るい,1,伸茂,のぶしげ,24,9,11,9
明るい,1,伸蔵,しんぞう,31,9,11,9
明るい,1,佐登志,さとし,35,9,11,9
明るい,1,佑幸,ゆうこう,24,9,11,9
明るい,1,佑輝,ゆうき,31,9,11,9
明るい,1,佳伸,よしのぶ,24,9,12,9
明るい,1,佳希,よしき,24,9,12,9
明るい,1,佳幸,よしゆき,25,9,12,9
明るい,1,佳明,かつひろ,25,9,12,9
明るい,1,侑希,ゆうき,24,9,12,9
明るい,1,僚一,りょういち,24,9,18,9
明るい,2,,,35,9,21,9
明るい,2,優輝,ゆうき,41,9,21,9
明るい,2,允善,まさよし,25,9,8,9
明るい,2,元人,もとひと,15,9,8,9
明るい,2,元喜,"げんき,もとよしなど",25,9,8,9
明るい,2,元基,げんき,24,9,8,9
明るい,2,元就,もとなり,25,9,8,9
明るい,2,元康,もとやす,24,9,8,9
明るい,2,元揮,げんき,25,9,8,9
明るい,2,元規,"げんき,もとのり",24,9,8,9
明るい,2,元貴,"げんき,もとたか",25,9,8,9
明るい,2,克幸,"かつゆき,かい",24,9,11,9
明るい,2,克昌,かつまさ,24,9,11,9
明るい,2,克明,かつあき,24,9,11,9
明るい,2,克洋,かつひろ,25,9,11,9
明るい,2,克輝,"かつき,よしき",31,9,11,9
明るい,2,公喜,こうき,25,9,8,9
明るい,2,公康,きみやす,24,9,8,9
明るい,2,公晴,きみはる,25,9,8,9
明るい,2,公陽,"こうよう,きみはる",25,9,8,9
明るい,2,典仁,のりひと,21,9,12,9
明るい,2,典寿,のりとし,24,9,12,9
明るい,2,典幸,のりゆき,25,9,12,9
明るい,2,典明,のりあき,25,9,12,9
明るい,2,冴輝,さえき,31,9,11,9
明るい,2,利幸,としゆき,24,9,11,9
明るい,2,利昌,としまさ,24,9,11,9
明るい,2,利明,としあき,24,9,11,9
明るい,2,利春,としはる,25,9,11,9
明るい,2,利昭,としあき,25,9,11,9
明るい,2,利洋,としひろ,25,9,11,9
明るい,2,勢也,せいや,25,9,17,9
明るい,2,千寛,ちひろ,25,9,7,9
明るい,2,卓幸,たくゆき,25,9,12,9
明るい,2,卓志,たくし,24,9,12,9
明るい,2,友健,ともたけ,24,9,8,9
明るい,2,友勝,ともかつ,25,9,8,9
明るい,2,友可里,ゆかり,25,9,8,9
明るい,2,友善,ともよし,25,9,8,9
明るい,2,友喜,"ともき,ゆうき",25,9,8,9
明るい,2,友康,ともやす,24,9,8,9
明るい,2,友暁,ともあき,25,9,8,9
明るい,2,周希,しゅうき,24,9,12,9
明るい,2,和仁,"あいと,かずひと",21,9,12,9
明るい,2,和伸,かずのぶ,24,9,12,9
明るい,2,和寿,かずとし,24,9,12,9
明るい,2,和希,かずき,24,9,12,9
明るい,2,和幸,かずゆき,25,9,12,9
明るい,2,和志,かずし,24,9,12,9
明るい,2,和明,かずあき,25,9,12,9
明るい,3,嘉一,よしかず,24,9,18,9
明るい,3,嘉人,"ひろと,よしと",25,9,18,9
明るい,3,嘉博,よしひろ,35,9,18,9
明るい,3,嘉登,よしと,35,9,18,9
明るい,3,嘉貴,"よしき,よしたか",35,9,18,9
明るい,3,国幸,くにひろ,25,9,12,9
明るい,3,国明,くにあき,25,9,12,9
明るい,3,壱哉,いちや,25,9,11,9
明るい,3,壱季,かずき,24,9,11,9
明るい,3,壱尚,かずなお,24,9,11,9
明るい,3,壱平,いっぺい,21,9,11,9
明るい,3,壱弥,いちや,24,9,11,9
明るい,3,壱星,いっせい,25,9,11,9
明るい,3,壱生,いっせい,21,9,11,9
明るい,3,壱矢,いちや,21,9,11,9
明るい,3,壱空,いっくう,24,9,11,9
明るい,3,壱郎,いちろう,25,9,11,9
明るい,3,夢二,ゆめじ,24,9,17,9
明るい,3,夢人,ゆめと,24,9,17,9
明るい,3,大三郎,だいさぶろう,24,9,7,9
明るい,3,大也,だいや,15,9,7,9
明るい,3,大二朗,だいじろう,24,9,7,9
明るい,3,大喜,たいき,24,9,7,9
明るい,3,大嗣,だいし,25,9,7,9
明るい,3,大士,"たいし,ひろと",15,9,7,9
明るい,3,大士郎,だいしろう,24,9,7,9
明るい,3,大夢,"ひろむ,つかむなど",25,9,7,9
明るい,3,大寛,だいかん,25,9,7,9
明るい,3,大尊,"ひろたか,ひろと",24,9,7,9
明るい,3,大揮,たいき,24,9,7,9
明るい,3,大晴,"だいせい,ひろはるなど",24,9,7,9
明るい,3,大智,たいち,24,9,7,9
明るい,3,大棋,たいき,24,9,7,9
明るい,3,大登,"ひろと,やまと",24,9,7,9
明るい,3,大稀,"だいき,ひろき",24,9,7,9
明るい,3,大策,だいさく,24,9,7,9
明るい,3,大統,ひろまさ,24,9,7,9
明るい,3,大継,ひろつぐ,25,9,7,9
明るい,3,大翔,"ひろと,だいとなど",24,9,7,9
明るい,3,大裕,"だいすけ,おうすけ",24,9,7,9
明るい,3,大補,だいすけ,24,9,7,9
明るい,3,大誠,"だいせい,ひろまさなど",25,9,7,9
明るい,3,大貴,たいき,24,9,7,9
明るい,3,大賀,おおが,24,9,7,9
明るい,3,大資,"だいし,ひろしなど",25,9,7,9
明るい,3,大道,"ひろみち,たいち",24,9,7,9
明るい,3,大陽,たいよう,24,9,7,9
明るい,3,太一朗,たいちろう,24,9,8,9
明るい,3,太晴,たいせい,25,9,8,9
明るい,3,太陽,たいよう,25,9,8,9
明るい,4,子温,しおん,24,9,7,9
明るい,4,孝幸,たかゆき,24,9,11,9
明るい,4,孝昌,たかまさ,24,9,11,9
明るい,4,孝明,たかあき,24,9,11,9
明るい,4,孝昭,たかあき,25,9,11,9
明るい,4,孝洋,たかひろ,25,9,11,9
明るい,4,孝洸,たかみつ,25,9,11,9
明るい,4,孝育,たかいく,24,9,11,9
明るい,4,孝輝,こうき,31,9,11,9
明るい,4,学明,さとあき,25,9,12,9
明るい,4,宏幸,ひろゆき,24,9,11,9
明るい,4,宏昌,ひろまさ,24,9,11,9
明るい,4,宏明,ひろあき,24,9,11,9
明るい,4,宏昭,ひろあき,25,9,11,9
明るい,4,宏洋,こうよう,25,9,11,9
明るい,4,宏海,ひろみ,25,9,11,9
明るい,4,宏輝,"こうき,ひろき",31,9,11,9
明るい,4,宗仁,むねひと,21,9,12,9
明るい,4,宗幸,むねゆき,25,9,12,9
明るい,4,宗志,そうし,24,9,12,9
明るい,4,宗明,むねあき,25,9,12,9
明るい,4,実伸,さねのぶ,24,9,12,9
明るい,4,実幸,みゆき,25,9,12,9
明るい,4,寛三,かんぞう,25,9,17,9
明るい,4,寛之,ひろゆき,25,9,17,9
明るい,4,寛也,"かんや,ひろや",25,9,17,9
明るい,4,寛二,かんじ,24,9,17,9
明るい,4,寛人,ひろと,24,9,17,9
明るい,4,寛十,ひろと,24,9,17,9
明るい,4,寛士,"ひろし,ひろと",25,9,17,9
明るい,4,寛大,"かんだい,かんた",25,9,17,9
明るい,4,寛嵩,ひろたか,35,9,17,9
明るい,4,寛己,ひろき,25,9,17,9
明るい,4,寛数,ひろかず,35,9,17,9
明るい,4,寿來,としき,24,9,11,9
明るい,4,寿保,ひさやす,25,9,11,9
明るい,4,寿典,ひさのり,24,9,11,9
明るい,4,寿則,ひさのり,25,9,11,9
明るい,4,寿史,ひさし,21,9,11,9
明るい,4,寿和,としかず,24,9,11,9
明るい,4,寿哉,かずや,25,9,11,9
明るい,4,寿宣,としのぶ,25,9,11,9
明るい,4,寿幸,ひさゆき,24,9,11,9
明るい,4,寿広,としひろ,21,9,11,9
明るい,4,寿弘,としひろ,21,9,11,9
明るい,4,寿弥,かずや,24,9,11,9
明るい,4,寿彦,としひこ,25,9,11,9
明るい,4,寿征,"かずまさ,ひさゆき",24,9,11,9
明るい,4,寿政,"かずまさ,ひさのり",25,9,11,9
明るい,4,寿昌,かずまさ,24,9,11,9
明るい,5,寿明,としあき,24,9,11,9
明るい,5,寿昭,としあき,25,9,11,9
明るい,5,寿林,とししげ,24,9,11,9
明るい,5,寿正,かずまさ,21,9,11,9
明るい,5,寿治,としはる,24,9,11,9
明るい,5,寿洋,としひろ,25,9,11,9
明るい,5,寿生,"としお,としき",21,9,11,9
明るい,5,寿由,ひさゆき,21,9,11,9
明るい,5,寿矢,としや,21,9,11,9
明るい,5,寿紀,としき,25,9,11,9
明るい,5,寿輝,としき,31,9,11,9
明るい,5,寿郎,としろう,25,9,11,9
明るい,5,尚仁,なおと,21,9,12,9
明るい,5,尚伸,たかのぶ,24,9,12,9
明るい,5,尚希,なおき,24,9,12,9
明るい,5,尚幸,なおゆき,25,9,12,9
明るい,5,尚志,ひさし,24,9,12,9
明るい,5,尭希,たかき,24,9,12,9
明るい,5,尭志,たかし,24,9,12,9
明るい,5,岳仁,たけひと,21,9,12,9
明るい,5,岳志,たかし,24,9,12,9
明るい,5,岳明,たかあき,25,9,12,9
明るい,5,嵩雅,たかまさ,35,9,17,9
明るい,5,希信,きしん,25,9,11,9
明るい,5,希明,まれあき,24,9,11,9
明るい,5,希羅,きら,35,9,11,9
明るい,5,幸之介,こうのすけ,24,9,12,9
明るい,5,幸仁,ゆきひと,21,9,12,9
明るい,5,幸介,こうすけ,21,9,12,9
明るい,5,幸佑,こうすけ,24,9,12,9
明るい,5,幸典,"こうすけ,ゆきのり",25,9,12,9
明るい,5,幸利,ゆきとし,24,9,12,9
明るい,5,幸助,こうすけ,24,9,12,9
明るい,5,幸四郎,こうしろう,31,9,12,9
明るい,5,幸太,さいた,21,9,12,9
明るい,5,幸太朗,こうたろう,31,9,12,9
明るい,5,幸夫,ゆきお,21,9,12,9
明るい,5,幸宏,ゆきひろ,24,9,12,9
明るい,5,幸尚,ゆきひさ,25,9,12,9
明るい,5,幸徳,ゆきのり,31,9,12,9
明るい,5,幸志,こうし,24,9,12,9
明るい,5,幸忠,ゆきただ,25,9,12,9
明るい,5,幸斗,さいと,21,9,12,9
明るい,5,幸昌,ゆきまさ,25,9,12,9
明るい,5,幸明,ゆきあき,25,9,12,9
明るい,5,幸松,ゆきまつ,25,9,12,9
明るい,5,幸歩,ゆきほ,25,9,12,9
明るい,5,幸汰,さいた,24,9,12,9
明るい,5,幸治,こうじ,25,9,12,9
明るい,5,幸法,ゆきのり,25,9,12,9
明るい,6,幸男,ゆきお,24,9,12,9
明るい,6,幸知,さいち,25,9,12,9
明るい,6,幸秀,ゆきひで,24,9,12,9
明るい,6,幸英,ゆきひで,25,9,12,9
明るい,6,幸輔,こうすけ,31,9,12,9
明るい,6,幹大,かんた,25,9,17,9
明るい,6,廉夢,れんむ,35,9,17,9
明るい,6,延寿,のぶとし,24,9,12,9
明るい,6,延幸,のぶゆき,25,9,12,9
明るい,6,延明,のぶあき,25,9,12,9
明るい,6,彰一,しょういち,24,9,18,9
明るい,6,征希,まさき,24,9,12,9
明るい,6,征志,まさし,24,9,12,9
明るい,6,徳一,のりかず,24,9,18,9
明るい,6,心晴,"きよはる,ここはるなど",25,9,8,9
明るい,6,志典,"ゆきのり,しの",24,9,11,9
明るい,6,志尚,ゆきひさ,24,9,11,9
明るい,6,志拓,ゆきひろ,24,9,11,9
明るい,6,志郎,しろう,25,9,11,9
明るい,6,志門,しもん,24,9,11,9
明るい,6,忠仁,ただひと,21,9,12,9
明るい,6,忠伸,ただのぶ,24,9,12,9
明るい,6,忠幸,ただゆき,25,9,12,9
明るい,6,忠志,ただし,24,9,12,9
明るい,6,忠明,ただあき,25,9,12,9
明るい,6,快司,かいし,21,9,11,9
明るい,6,快彦,よしひこ,25,9,11,9
明るい,6,快征,かいせい,24,9,11,9
明るい,6,快星,かいせい,25,9,11,9
明るい,6,快虎,"よしとら,かいと",24,9,11,9
明るい,6,快音,"かいと,はると",25,9,11,9
明るい,6,快飛,かいと,25,9,11,9
明るい,6,愛士,"あいと,あきとなど",25,9,17,9
明るい,6,拓希,ひろき,24,9,12,9
明るい,6,拓志,"たくし,ひろし",24,9,12,9
明るい,6,拓明,ひろあき,25,9,12,9
明るい,6,拡幸,ひろゆき,25,9,12,9
明るい,6,拡明,ひろあき,25,9,12,9
明るい,6,文健,ふみたけ,24,9,8,9
明るい,6,文喜,ふみよし,25,9,8,9
明るい,6,文晴,ふみはる,25,9,8,9
明るい,6,斗志夫,としお,24,9,8,9
明るい,6,新大,あらた,25,9,17,9
明るい,6,日人,はると,15,9,8,9
明るい,6,昌仁,まさひと,21,9,12,9
明るい,6,昌介,しょうすけ,21,9,12,9
明るい,6,,,24,9,12,9
明るい,6,昌元,まさもと,21,9,12,9
明るい,6,昌克,まさかつ,24,9,12,9
明るい,6,昌典,まさのり,25,9,12,9
明るい,7,昌利,まさとし,24,9,12,9
明るい,7,昌吾,しょうご,24,9,12,9
明るい,7,昌和,まさかず,25,9,12,9
明るい,7,昌太,しょうた,21,9,12,9
明るい,7,昌太朗,しょうたろう,31,9,12,9
明るい,7,昌孝,まさたか,24,9,12,9
明るい,7,昌宏,まさひろ,24,9,12,9
明るい,7,昌宗,まさむね,25,9,12,9
明るい,7,昌宜,まさき,25,9,12,9
明るい,7,昌寿,まさとし,24,9,12,9
明るい,7,昌尚,まさひろ,25,9,12,9
明るい,7,昌幸,まさゆき,25,9,12,9
明るい,7,昌弥,まさや,25,9,12,9
明るい,7,昌徳,まさのり,31,9,12,9
明るい,7,昌志,まさし,24,9,12,9
明るい,7,昌文,まさふみ,21,9,12,9
明るい,7,昌斗,まさと,21,9,12,9
明るい,7,昌明,まさあき,25,9,12,9
明るい,7,昌治,まさはる,25,9,12,9
明るい,7,昌男,まさお,24,9,12,9
明るい,7,昌直,まさなお,25,9,12,9
明るい,7,昌秀,まさひで,24,9,12,9
明るい,7,昌臣,まさおみ,24,9,12,9
明るい,7,昌英,まさひで,25,9,12,9
明るい,7,昌邦,まさくに,24,9,12,9
明るい,7,昌門,まさかど,25,9,12,9
明るい,7,明仁,あきひと,21,9,12,9
明るい,7,明介,めいすけ,21,9,12,9
明るい,7,明伴,あきとも,24,9,12,9
明るい,7,明伸,あきのぶ,24,9,12,9
明るい,7,明典,あきのり,25,9,12,9
明るい,7,明利,あきとし,24,9,12,9
明るい,7,明和,"あきかず,あすか",25,9,12,9
明るい,7,明夫,あきお,21,9,12,9
明るい,7,明孝,あきたか,24,9,12,9
明るい,7,明宏,あきひろ,24,9,12,9
明るい,7,明寿,あきとし,24,9,12,9
明るい,7,明尚,あきひさ,25,9,12,9
明るい,7,明徳,あきのり,31,9,12,9
明るい,7,明志,"あきゆき,あかしなど",24,9,12,9
明るい,7,明文,あきふみ,21,9,12,9
明るい,7,明斗,あきと,21,9,12,9
明るい,7,明日士,あすと,24,9,12,9
明るい,7,明日斗,あすと,25,9,12,9
明るい,7,明日真,あすま,31,9,12,9
明るい,7,明王,あきお,21,9,12,9
明るい,7,明秀,あきひで,24,9,12,9
明るい,7,,,24,9,12,9
明るい,7,明芳,あきよし,24,9,12,9
明るい,7,暉之,てるゆき,25,9,17,9
明るい,8,暉也,てるや,25,9,17,9
明るい,8,暉寛,あきひろ,35,9,17,9
明るい,8,朋仁,ともひと,21,9,12,9
明るい,8,,,24,9,12,9
明るい,8,朋幸,ともゆき,25,9,12,9
明るい,8,朋昌,ともまさ,25,9,12,9
明るい,8,杏亮,きょうすけ,25,9,11,9
明るい,8,杏哉,きょうや,25,9,11,9
明るい,8,楓大,ふうた,25,9,17,9
明るい,8,楓雅,ふうが,35,9,17,9
明るい,8,楽人,がくと,24,9,17,9
明るい,8,楽大,らくひろ,25,9,17,9
明るい,8,榮一,えいいち,24,9,18,9
明るい,8,槙一,しんいち,24,9,18,9
明るい,8,欣希,よしき,24,9,12,9
明るい,8,武仁,たけひと,21,9,12,9
明るい,8,武志,たけし,24,9,12,9
明るい,8,武明,たけあき,25,9,12,9
明るい,8,歩仁,あゆと,21,9,12,9
明るい,8,歩志,あゆし,24,9,12,9
明るい,8,治希,はるき,24,9,12,9
明るい,8,法仁,のりひと,21,9,12,9
明るい,8,法幸,のりゆき,25,9,12,9
明るい,8,源大,もとひろ,25,9,17,9
明るい,8,滉大,あきひろ,25,9,17,9
明るい,8,牧仁,まきひと,21,9,12,9
明るい,8,直仁,なおと,21,9,12,9
明るい,8,直元,なおもと,21,9,12,9
明るい,8,直希,なおき,24,9,12,9
明るい,8,直幸,なおゆき,25,9,12,9
明るい,8,直志,なおゆき,24,9,12,9
明るい,8,知仁,ともひと,21,9,12,9
明るい,8,知伸,とものぶ,24,9,12,9
明るい,8,,,24,9,12,9
明るい,8,知幸,ともゆき,25,9,12,9
明るい,8,知志,ともゆき,24,9,12,9
明るい,8,知明,ともあき,25,9,12,9
明るい,8,禎大,ただひろ,25,9,17,9
明るい,8,秀幸,ひでゆき,24,9,11,9
明るい,8,秀明,ひであき,24,9,11,9
明るい,8,秀昭,ひであき,25,9,11,9
明るい,8,秀洋,ひでひろ,25,9,11,9
明るい,8,秀輝,ひでき,31,9,11,9
明るい,8,稔大,としひろ,25,9,17,9
明るい,8,稜大,りょうた,25,9,17,9
明るい,8,稜雅,りょうが,35,9,17,9
明るい,8,空仁,"あきひと,あくと",21,9,12,9
明るい,8,空冴,くうご,24,9,12,9
明るい,8,空吾,くうご,24,9,12,9
明るい,8,空太,"そらた,くうた",21,9,12,9
明るい,9,空太朗,こうたろう,31,9,12,9
明るい,9,空征,あきゆき,25,9,12,9
明るい,9,空斗,"あくと,くうとなど",21,9,12,9
明るい,9,精一,せいいち,24,9,18,9
明るい,9,総一,そういち,24,9,18,9
明るい,9,義大,あきお,25,9,17,9
明るい,9,義寛,よしひろ,35,9,17,9
明るい,9,聖七,せいしち,24,9,17,9
明るい,9,聖丸,きよまる,25,9,17,9
明るい,9,聖之,まさゆき,25,9,17,9
明るい,9,聖也,"せいや,せな",25,9,17,9
明るい,9,聖二,せいじ,24,9,17,9
明るい,9,聖人,"まさと,きよと",24,9,17,9
明るい,9,聖士,"さとし,まさと",25,9,17,9
明るい,9,聖大,まさひろ,25,9,17,9
明るい,9,聡一,そういち,24,9,18,9
明るい,9,肇一,はじめ,24,9,18,9
明るい,9,育仁,いくと,21,9,12,9
明るい,9,育夫,いくお,21,9,12,9
明るい,9,育弥,いくや,25,9,12,9
明るい,9,育斗,いくと,21,9,12,9
明るい,9,育男,いくお,24,9,12,9
明るい,9,育直,いくま,25,9,12,9
明るい,9,臣郁,たかふみ,25,9,11,9
明るい,9,良幸,よしゆき,24,9,11,9
明るい,9,良昌,よしまさ,24,9,11,9
明るい,9,良明,よしあき,24,9,11,9
明るい,9,良春,よしはる,25,9,11,9
明るい,9,良昭,よしあき,25,9,11,9
明るい,9,良輝,りょうき,31,9,11,9
明るい,9,良郁,よしふみ,25,9,11,9
明るい,9,芳幸,よしゆき,24,9,11,9
明るい,9,芳昌,よしまさ,24,9,11,9
明るい,9,芳明,よしあき,24,9,11,9
明るい,9,芳昭,よしあき,25,9,11,9
明るい,9,芳輝,よしき,31,9,11,9
明るい,9,英仁,"あやと,えいじ",21,9,12,9
明るい,9,英伸,えいしん,24,9,12,9
明るい,9,英寿,"えいじゅ,ひでとし",24,9,12,9
明るい,9,英幸,ひでゆき,25,9,12,9
明るい,9,英志,"えいし,えいじ",24,9,12,9
明るい,9,英昌,ひでまさ,25,9,12,9
明るい,9,英明,ひであき,25,9,12,9
明るい,9,茂仁,しげひと,21,9,12,9
明るい,9,茂幸,しげゆき,25,9,12,9
明るい,9,茂明,しげあき,25,9,12,9
明るい,9,蒼大,"そうた,あおとなど",25,9,17,9
明るい,9,藍仁,あいと,31,9,22,9
明るい,9,誓一,せいいち,24,9,18,9
明るい,9,誠大,まさひろ,25,9,17,9
明るい,10,誠雅,せいが,35,9,17,9
明るい,10,豊寛,とよひろ,35,9,17,9
明るい,10,豪一,ひでかず,24,9,18,9
明るい,10,辰幸,たつゆき,24,9,11,9
明るい,10,辰明,たつあき,24,9,11,9
明るい,10,辰昭,たつあき,25,9,11,9
明るい,10,辰洋,たつひろ,25,9,11,9
明るい,10,辰海,たつみ,25,9,11,9
明るい,10,辰輝,たつき,31,9,11,9
明るい,10,邦幸,くにゆき,24,9,11,9
明るい,10,邦昌,くにまさ,24,9,11,9
明るい,10,邦明,くにあき,24,9,11,9
明るい,10,邦春,くにはる,25,9,11,9
明るい,10,邦昭,くにあき,25,9,11,9
明るい,10,邦洋,くにひろ,25,9,11,9
明るい,10,邦海,くにみ,25,9,11,9
明るい,10,長仁,ながひと,21,9,12,9
明るい,10,長幸,ながゆき,25,9,12,9
明るい,10,雅三,まさみつ,25,9,17,9
明るい,10,雅久,まさひさ,25,9,17,9
明るい,10,雅之,まさゆき,25,9,17,9
明るい,10,雅也,まさや,25,9,17,9
明るい,10,雅人,まさと,24,9,17,9
明るい,10,雅嗣,まさし,35,9,17,9
明るい,10,雅士,"まさし,まさと",25,9,17,9
明るい,10,雅大,まさひろ,25,9,17,9
明るい,10,雅寛,まさひろ,35,9,17,9
明るい,10,雅己,まさき,25,9,17,9
明るい,10,雅巳,まさみ,25,9,17,9
明るい,10,雅照,まさてる,35,9,17,9
明るい,10,雅禎,まささだ,35,9,17,9
明るい,10,雅義,まさよし,35,9,17,9
明るい,10,雅資,まさし,35,9,17,9
明るい,10,雅靖,まさやす,35,9,17,9
明るい,10,青仁,あおと,21,9,12,9
明るい,10,青志,あおし,24,9,12,9
明るい,10,靖大,やすひろ,25,9,17,9
明るい,10,颯一,そういち,24,9,18,9
明るい,10,駿輝,しゅんき,41,9,21,9
明るい,10,一世,"いっせい,かずき",15,9,5,9
明るい,10,一久,かずひさ,13,9,5,9
明るい,10,一之,かずゆき,13,9,5,9
明るい,10,一之介,いちのすけ,17,9,5,9
明るい,10,一之将,いちのすけ,23,9,5,9
明るい,10,一之恭,いちのすけ,23,9,5,9
明るい,10,一也,"かずや,いちなりなど",13,9,5,9
明るい,10,一享,いちたか,18,9,5,9
明るい,10,一京,いっけい,18,9,5,9
明るい,10,一伍,いちご,16,9,5,9
明るい,10,一伸,"かずのぶ,いっしん",17,9,5,9
明るい,11,一光,いっこう,16,9,5,9
明るい,11,一利,かずとし,17,9,5,9
明るい,11,一功,いっこう,15,9,5,9
明るい,11,一史,かずふみ,15,9,5,9
明るい,11,一司,かずし,15,9,5,9
明るい,11,一吉,"かずよし,いちよし",16,9,5,9
明るい,11,,,16,9,5,9
明るい,11,一吹,いぶき,17,9,5,9
明るい,11,一吾,いちご,17,9,5,9
明るい,11,,,18,9,5,9
明るい,11,一啓,"いっけい,かずひろなど",21,9,5,9
明るい,11,一嘉,いちか,24,9,5,9
明るい,11,一圭,いっけい,16,9,5,9
明るい,11,一基,"いっき,かずきなど",21,9,5,9
明るい,11,一夢,かずむ,23,9,5,9
明るい,11,一大,かずひろ,13,9,5,9
明るい,11,一太朗,いちたろう,24,9,5,9
明るい,11,一太郎,いちたろう,23,9,5,9
明るい,11,一央,"かずお,かずひろ",15,9,5,9
明るい,11,一如,"かずなお,いちすけ",16,9,5,9
明るい,11,一孝,"いちたか,いっこう",17,9,5,9
明るい,11,一宇,かずたか,16,9,5,9
明るい,11,一宏,"かずひろ,いっこう",17,9,5,9
明るい,11,,,18,9,5,9
明るい,11,一寛,かずひろ,23,9,5,9
明るい,11,一寿,かずとし,17,9,5,9
明るい,11,一尚,いちたか,18,9,5,9
明るい,11,一岳,いちたか,18,9,5,9
明るい,11,一崇,いちたか,21,9,5,9
明るい,11,一嵩,いちたか,23,9,5,9
明るい,11,一巧,いっこう,15,9,5,9
明るい,11,一己,かずき,13,9,5,9
明るい,11,一市,かずいち,15,9,5,9
明るい,11,一希,かずき,17,9,5,9
明るい,11,一平,いっぺい,15,9,5,9
明るい,11,一幸,"いっこう,かずひろ",18,9,5,9
明るい,11,一広,いっこう,15,9,5,9
明るい,11,一康,いっこう,21,9,5,9
明るい,11,一廣,かずひろ,25,9,5,9
明るい,11,一弘,いっこう,15,9,5,9
明るい,11,一弥,"かずや,いちや",18,9,5,9
明るい,11,,,18,9,5,9
明るい,11,一彬,"かずあき,いっしょう",21,9,5,9
明るい,11,一彰,かずあき,24,9,5,9
明るい,11,一征,かずまさ,18,9,5,9
明るい,11,一徳,かずのり,24,9,5,9
明るい,11,一徹,"いってつ,かずと",25,9,5,9
明るい,11,一志,"かずし,ひとしなど",17,9,5,9
明るい,11,一惇,かずとし,21,9,5,9
明るい,11,一慎,いっしん,23,9,5,9
明るい,12,一慶,"いっけい,かずよし",25,9,5,9
明るい,12,一成,"いっせい,かずなりなど",16,9,5,9
明るい,12,一摩,かずま,25,9,5,9
明るい,12,一教,かずのり,21,9,5,9
明るい,12,一昌,かずまさ,18,9,5,9
明るい,12,一明,かずあき,18,9,5,9
明るい,12,一晟,いっせい,21,9,5,9
明るい,12,一暉,いつき,23,9,5,9
明るい,12,一楓,"いぶき,かえで",23,9,5,9
明るい,12,一正,"いっせい,かずまさ",15,9,5,9
明るい,12,一汰,いちた,17,9,5,9
明るい,12,一沙,いっさ,17,9,5,9
明るい,12,一治,かずなお,18,9,5,9
明るい,12,一清,"いっしん,いっせい",21,9,5,9
明るい,12,一爽,いっさ,21,9,5,9
明るい,12,一理,かずまさ,21,9,5,9
明るい,12,一瑳,"いっさ,かずさ",24,9,5,9
明るい,12,一生,"いっせい,かずおなど",15,9,5,9
明るい,12,一直,かずま,18,9,5,9
明るい,12,一矢,"かずや,いちや",15,9,5,9
明るい,12,一秀,かずひで,17,9,5,9
明るい,12,一章,かずあき,21,9,5,9
明るい,12,一範,かずのり,25,9,5,9
明るい,12,一紳,いっしん,21,9,5,9
明るい,12,一綺,いつき,24,9,5,9
明るい,12,一義,かずよし,23,9,5,9
明るい,12,一考,いちたか,16,9,5,9
明るい,12,一聡,いっさ,24,9,5,9
明るい,12,一英,かずひで,18,9,5,9
明るい,12,一茂,かずしげ,18,9,5,9
